name,price,categoryName
"Professional School Uniform 7133",799,"Kids Wear"
"Professional Bolster",599,"Yoga"
"Professional Sketch Pens",1299,"Stationery"
"Pro Travel Guide",1499,"Non-Fiction"
"Dual Textbook 7137",2199,"Academic"
"Advanced Yoga Block 7138",1799,"Yoga"
"Slim Mystery Book 7139",799,"Fiction"
"Advanced Bicycle Light 7140",4149,"Cycling"
"Professional Screen Protector 7141",1099,"Accessories"
"Pro Biography",1599,"Books"
"Ultra Pillow Cover 7143",2199,"Bedding"
"Digital Helmet 7144",2999,"Cycling"
"Eco Friendly Scrabble 7145",2199,"Board Games"
"Elite Pull-up Bar 7146",75199,"Gym Equipment"
"Ergonomic Storage Box 7147",2299,"Home & Kitchen"
"Fast Kadai 7148",3799,"Cookware"
"Slim Air Freshener 7149",599,"Car Accessories"
"Smart Study Material 7150",949,"Academic"
"Advanced Perfume",8699,"Fragrances"
"Lite Novel 7152",899,"Books"
"Elite Face Wash 7153",499,"Beauty & Personal Care"
"Classic Philosophy Book 7154",999,"Non-Fiction"
"Heavy Duty Car Charger 7155",14499,"Automotive"
"Pro Pillow Cover 7156",1499,"Bedding"
"Advanced Shampoo 7157",2099,"Haircare"
"Classic Hair Oil 7158",1699,"Haircare"
"Digital Ultrabook 7159",140999,"Laptops"
"Slim Formal Shirt 7160",3799,"Clothing"
"Wireless Running Shoes 7161",9549,"Footwear"
"Lite Face Wash 7162",399,"Beauty & Personal Care"
"Digital Workbook 7163",999,"Academic"
"Dual Highlighter Set 7164",499,"Stationery"
"Fast Shampoo 7165",1299,"Haircare"
"Classic Conditioner 7166",2299,"Haircare"
"Digital Eyeshadow Palette 7167",1549,"Makeup"
"High Performance Monopoly 7168",2399,"Board Games"
"Classic Dash Camera 7169",1999,"Automotive"
"Slim Kurta 7170",6699,"Men Fashion"
"Digital Anime Figure 7171",499,"Action Figures"
"Digital Storage Box 7172",599,"Home & Kitchen"
"Lite Pull-up Bar 7173",8299,"Gym Equipment"
"Lite Graphic Novel 7174",899,"Comics"
"Compact Desk Organiser 7175",1299,"Office Supplies"
"Portable Ab Roller 7176",11849,"Sports & Fitness"
"Wireless Monopoly 7177",949,"Board Games"
"Compact Foam Roller 7178",2999,"Yoga"
"Portable Seat Cover",9599,"Automotive"
"Fast Puzzle Map 7180",3849,"Educational Toys"
"Ergonomic Reference Guide 7181",1399,"Academic"
"Slim Power Bank 7182",2699,"Accessories"
"Eco Friendly Kurti 7183",7599,"Women Fashion"
"Compact Eye Cream 7184",1999,"Skincare"
"Lite Deodorant 7185",299,"Beauty & Personal Care"
"Compact Resistance Band 7186",13099,"Sports & Fitness"
"Portable Formal Shoes 7187",5699,"Footwear"
"Portable Deodorant",2899,"Beauty & Personal Care"
"Compact Saree 7189",799,"Women Fashion"
"Dual Quilt 7190",3799,"Bedding"
"Smart Ballpoint Pen 7191",1099,"Stationery"
"Fast Microwave",3299,"Appliances"
"Ergonomic Air Fryer",33249,"Appliances"
"Lite Chinos 7194",2549,"Men Fashion"
"Dual 1000 Piece Puzzle",1699,"Puzzles"
"Portable Yoga Mat 7196",14899,"Sports & Fitness"
"Dual Organiser Bag 7197",1699,"Car Accessories"
"Slim Superhero Comic 7198",1499,"Comics"
"Slim Cookbook 7199",1399,"Books"
"Compact Dumbbell Set 7200",12999,"Sports & Fitness"
"Ultra Blouse 7201",6099,"Women Fashion"
"Professional Building Blocks 7202",1599,"Toys & Games"
"Portable Blush 7203",3399,"Makeup"
"Ultra Football",3399,"Outdoor Sports"
"Professional True Crime",999,"Non-Fiction"
"Advanced Dash Camera 7206",10299,"Automotive"
"Slim Dungaree 7207",2099,"Kids Wear"
"Lite Wooden Puzzle 7208",1599,"Puzzles"
"Ultra Stapler 7209",2199,"Office Supplies"
"Professional Microwave 7210",32799,"Appliances"
"Portable Foundation 7211",1899,"Makeup"
"Ultra Treadmill 7212",61599,"Gym Equipment"
"Pro Reference Guide 7213",899,"Academic"
"Classic Yoga Mat",6799,"Sports & Fitness"
"Ultra Sticky Notes",399,"Office Supplies"
"Compact Graphic Novel 7216",1099,"Comics"
"Portable Chinos 7217",2799,"Men Fashion"
"Elite Desk Organiser 7218",2399,"Office Supplies"
"Professional Phone Case",849,"Accessories"
"Lite Water Jug 7220",2599,"Home & Kitchen"
"Professional Pliers 7221",7299,"Tools & Hardware"
"Premium Sleeping Bag 7222",19799,"Outdoor Sports"
"Eco Friendly Fantasy Book",999,"Fiction"
"Digital Flip Flops 7224",7699,"Footwear"
"Lite Attar",5299,"Fragrances"
"Digital Quilt 7226",6899,"Bedding"
"Digital Mascara 7227",4799,"Makeup"
"Premium Kurti",4199,"Women Fashion"
"Ergonomic T-Shirt 7229",3599,"Clothing"
"Dual Bluetooth Speaker 7230",34699,"Electronics"
"Smart Manga Volume",1099,"Comics"
"Premium Android Tablet 7232",62899,"Tablets"
"Smart Fantasy Book 7233",399,"Fiction"
"Fast Eye Cream 7234",1899,"Skincare"
"Eco Friendly Remote Control Car 7235",6399,"Toys & Games"
"Classic Android Tablet 7236",18499,"Tablets"
"Advanced Monopoly 7237",1699,"Board Games"
"Advanced Wooden Puzzle 7238",549,"Puzzles"
"Pro Seat Cover 7239",14699,"Automotive"
"Lite Bed Sheet 7240",3199,"Bedding"
"Compact Army Set 7241",1599,"Action Figures"
"Slim Camera Phone",46499,"Smartphones"
"Advanced Lipstick 7243",2299,"Makeup"
"Digital Chess Set",2899,"Board Games"
"Slim Perfume 7245",11349,"Fragrances"
"Portable Car Charger 7246",5199,"Automotive"
"Professional Scrabble",699,"Board Games"
"Wireless Treadmill 7248",32099,"Gym Equipment"
"Advanced Football 7249",1299,"Outdoor Sports"
"Smart Sandals",5699,"Footwear"
"Ergonomic Denim Jeans 7251",2299,"Clothing"
"High Performance Army Set 7252",3699,"Action Figures"
"Dual Bolster 7253",2199,"Yoga"
"Professional Globe 7254",1899,"Educational Toys"
"Lite Iron Box 7255",11099,"Appliances"
"Classic Smart Watch",81099,"Electronics"
"Wireless Earbuds 7257",79199,"Electronics"
"Dual Convertible Tablet 7258",66299,"Tablets"
"Professional Deodorant 7259",999,"Beauty & Personal Care"
"Dual Pliers 7260",1399,"Tools & Hardware"
"Classic Hair Oil 7261",1999,"Haircare"
"Portable Art Book 7262",799,"Comics"
"Fast Seat Cover 7263",8899,"Automotive"
"Classic Iron Box 7264",13599,"Appliances"
"Eco Friendly Desk Organiser 7265",1999,"Office Supplies"
"Portable Study Material 7266",2599,"Academic"
"Ultra Textbook",2299,"Academic"
"Lite Ballpoint Pen 7268",899,"Stationery"
"Heavy Duty Non-stick Pan 7269",4249,"Cookware"
"Ultra Army Set 7270",1099,"Action Figures"
"Portable Resistance Band 7271",5699,"Sports & Fitness"
"Digital Pliers 7272",6099,"Tools & Hardware"
"Professional Tyre Inflator 7273",2599,"Car Accessories"
"Lite Knife Set 7274",4449,"Home & Kitchen"
"Classic Hair Oil 7275",2099,"Haircare"
"Ultra Mattress Protector",1599,"Bedding"
"Fast Charging Cable 7277",3199,"Accessories"
"Digital Drawing Tablet 7278",78149,"Tablets"
"High Performance Car Polish 7279",2199,"Car Accessories"
"Eco Friendly Novel 7280",1999,"Books"
"Heavy Duty Camera Phone 7281",30099,"Smartphones"
"Eco Friendly Treadmill",46499,"Gym Equipment"
"Pro Face Wash 7283",1999,"Beauty & Personal Care"
"Digital Water Jug 7284",4299,"Home & Kitchen"
"Pro Sticky Notes",2799,"Office Supplies"
"Eco Friendly Sleeping Bag 7286",3299,"Outdoor Sports"
"Advanced 3D Puzzle 7287",749,"Puzzles"
"Lite Superhero Figure 7288",1999,"Action Figures"
"Pro Car Polish 7289",649,"Car Accessories"
"Slim Bluetooth Speaker",58099,"Electronics"
"Portable T-Shirt 7291",4999,"Clothing"
"Compact Formal Shoes 7292",9299,"Footwear"
"Pro Dinner Set 7293",1099,"Home & Kitchen"
"Pro Gaming Laptop 7294",144599,"Laptops"
"Ultra Kettlebell 7295",67899,"Gym Equipment"
"Ultra Drill Machine 7296",3049,"Tools & Hardware"
"Ultra Thriller Novel 7297",399,"Fiction"
"High Performance Pliers 7298",2999,"Tools & Hardware"
"Professional Frock 7299",1249,"Kids Wear"
"Classic Track Pants",4199,"Men Fashion"
"Portable Self Help Book 7301",1749,"Books"
"Smart Science Book 7302",699,"Non-Fiction"
"High Performance Attar 7303",11099,"Fragrances"
"Advanced Webcomic Collection",1299,"Comics"
"Compact Business Notebook 7305",77899,"Laptops"
"Digital Scrabble 7306",1799,"Board Games"
"Fast Wok 7307",5899,"Cookware"
"Premium Mattress Protector 7308",4749,"Bedding"
"Smart Non-stick Pan 7309",1299,"Cookware"
"Pro Pressure Cooker 7310",3399,"Cookware"
"Professional Face Mask",1099,"Skincare"
"Elite Mascara 7312",1799,"Makeup"
"Compact 500 Piece Puzzle 7313",1999,"Puzzles"
"High Performance Car Charger 7314",14099,"Automotive"
"Wireless Puzzle Map",1599,"Educational Toys"
"Smart Hoodie 7316",3699,"Clothing"
"Classic Kurta 7317",2699,"Men Fashion"
"Ergonomic Meditation Cushion",2799,"Yoga"
"Advanced Dinner Set 7319",4799,"Home & Kitchen"
"Pro Scrabble 7320",2199,"Board Games"
"Fast Blouse",1599,"Women Fashion"
"Lite Novel 7322",2399,"Books"
"Elite Puzzle Map 7323",3999,"Educational Toys"
"Compact Globe 7324",3899,"Educational Toys"
"Heavy Duty Dinner Set 7325",4399,"Home & Kitchen"
"Ultra Perfume",4549,"Fragrances"
"Digital Geometric Box 7327",1499,"Stationery"
"Dual Bookshelf 7328",20299,"Furniture"
"Ultra Car Polish 7329",799,"Car Accessories"
"Lite Shampoo 7330",1599,"Haircare"
"Slim Water Jug 7331",4799,"Home & Kitchen"
"Compact Running Shoes 7332",8699,"Footwear"
"Advanced Moisturiser 7333",899,"Beauty & Personal Care"
"Smart Stapler 7334",2999,"Office Supplies"
"Ergonomic Screwdriver Set",1949,"Tools & Hardware"
"Lite Dungaree 7336",1799,"Kids Wear"
"Dual Bluetooth Speaker 7337",84399,"Electronics"
"Digital Fantasy Book 7338",699,"Fiction"
"Smart Toner 7339",4749,"Skincare"
"Lite Tawa 7340",2199,"Cookware"
"Premium Novel",199,"Books"
"High Performance Monopoly 7342",1649,"Board Games"
"Digital Bolster 7343",1999,"Yoga"
"Eco Friendly Bike Lock",4749,"Cycling"
"Portable Bed Sheet 7345",5599,"Bedding"
"Premium Ceiling Fan 7346",6999,"Appliances"
"Ergonomic Formal Shirt 7347",4299,"Clothing"
"Classic Practice Tests 7348",2999,"Academic"
"Compact Highlighter Set 7349",649,"Stationery"
"Dual USB Hub",1749,"Electronics"
"Dual Sofa 7351",43499,"Furniture"
"Advanced Art Book 7352",1449,"Comics"
"Elite Hammer 7353",1599,"Tools & Hardware"
"Fast Building Blocks 7354",1799,"Toys & Games"
"Classic Stapler 7355",2199,"Office Supplies"
"Fast Running Shoes 7356",1549,"Footwear"
"Premium Weight Bench 7357",27699,"Gym Equipment"
"Slim Screwdriver Set 7358",6849,"Tools & Hardware"
"Heavy Duty Jump Rope 7359",8449,"Sports & Fitness"
"Wireless Dungaree 7360",2299,"Kids Wear"
"Advanced Kurta 7361",6599,"Men Fashion"
"Ultra Whiteboard",2099,"Office Supplies"
"High Performance Track Pants",2249,"Men Fashion"
"Advanced Weight Bench 7364",67999,"Gym Equipment"
"Smart Body Lotion 7365",2199,"Beauty & Personal Care"
"Compact Non-stick Pan 7366",5399,"Cookware"
"Compact Foam Puzzle 7367",1999,"Puzzles"
"Pro Stapler 7368",1399,"Office Supplies"
"Premium Science Kit 7369",1449,"Educational Toys"
"Fast Toy Train 7370",2099,"Toys & Games"
"Elite Iron Box 7371",35299,"Appliances"
"Digital Graphic Novel 7372",999,"Comics"
"Professional Dry Shampoo 7373",1849,"Haircare"
"Wireless Reference Guide 7374",1499,"Academic"
"Digital Pliers 7375",7699,"Tools & Hardware"
"Portable Bed Sheet 7376",5299,"Bedding"
"Elite Helmet 7377",999,"Cycling"
"Heavy Duty Blush 7378",2499,"Makeup"
"Lite Polo Shirt 7379",4149,"Men Fashion"
"Fast Denim Jeans 7380",1599,"Clothing"
"Professional Android Tablet 7381",53199,"Tablets"
"Professional Earbuds 7382",48099,"Electronics"
"Ultra Robot Toy 7383",1399,"Action Figures"
"Elite Notebook 7384",1499,"Stationery"
"Ultra Phone Case 7385",3149,"Accessories"
"Smart Bluetooth Speaker 7386",58899,"Electronics"
"Portable Water Bottle Cage 7387",2099,"Cycling"
"Smart Philosophy Book",1299,"Non-Fiction"
"Pro Polo Shirt 7389",2899,"Men Fashion"
"Eco Friendly Dry Shampoo 7390",1399,"Haircare"
"Dual Cutting Board 7391",2499,"Home & Kitchen"
"High Performance Pillow Cover 7392",4599,"Bedding"
"Compact LED Monitor 7393",32249,"Electronics"
"Elite Geometric Box",599,"Stationery"
"Premium Sunscreen 7395",1599,"Beauty & Personal Care"
"Elite Face Wash 7396",2499,"Beauty & Personal Care"
"Ultra True Crime 7397",899,"Non-Fiction"
"Premium Sticky Notes",2699,"Office Supplies"
"Heavy Duty Ballpoint Pen",499,"Stationery"
"Slim Wooden Puzzle 7400",1599,"Puzzles"
"Premium Eye Cream 7401",4899,"Skincare"
"Slim Cleanser 7402",1299,"Skincare"
"Wireless Resistance Band 7403",6699,"Sports & Fitness"
"Elite Sneakers 7404",2799,"Footwear"
"Dual Track Pants 7405",549,"Men Fashion"
"Heavy Duty 500 Piece Puzzle 7406",1699,"Puzzles"
"Slim Self Help Book",849,"Books"
"Compact Toner 7408",1999,"Skincare"
"Wireless Superhero Comic",649,"Comics"
"Portable Weight Bench",2399,"Gym Equipment"
"Heavy Duty Thriller Novel 7411",599,"Fiction"
"Elite Dress 7412",1399,"Women Fashion"
"Heavy Duty Charging Cable 7413",2249,"Accessories"
"Fast Face Wash",2499,"Beauty & Personal Care"
"Lite Blush",3499,"Makeup"
"Professional Scrabble 7416",2049,"Board Games"
"Professional Yoga Strap 7417",1199,"Yoga"
"Advanced Textbook 7418",799,"Academic"
"Smart Highlighter Set 7419",1299,"Stationery"
"Heavy Duty Formal Shoes 7420",7649,"Footwear"
"Portable Wok 7421",1099,"Cookware"
"Lite Denim Jeans",4699,"Clothing"
"Wireless Eau de Toilette 7423",10249,"Fragrances"
"Digital Science Book 7424",1199,"Non-Fiction"
"Compact Pillow Cover 7425",3399,"Bedding"
"Lite 500 Piece Puzzle 7426",1899,"Puzzles"
"Smart Printed Tee 7427",1649,"Kids Wear"
"Lite Cleanser 7428",4199,"Skincare"
"Wireless Workbook 7429",999,"Academic"
"Elite Bed Frame 7430",26399,"Furniture"
"Ultra Car Vacuum Cleaner 7431",8999,"Automotive"
"Ergonomic Mystery Book 7432",799,"Fiction"
"Digital Comforter 7433",6099,"Bedding"
"Digital Toy Train 7434",7999,"Toys & Games"
"Wireless Dress 7435",2799,"Women Fashion"
"Eco Friendly Formal Shoes 7436",1349,"Footwear"
"Wireless Sandals 7437",3749,"Footwear"
"Lite T-Shirt 7438",2099,"Clothing"
"Pro Sandals 7439",5649,"Footwear"
"Smart Thriller Novel 7440",599,"Fiction"
"Lite 500 Piece Puzzle 7441",1199,"Puzzles"
"Smart Thriller Novel 7442",399,"Fiction"
"Classic Stand 7443",1499,"Accessories"
"Advanced Desk Organiser 7444",1199,"Office Supplies"
"Professional Mystery Book 7445",499,"Fiction"
"Smart Workbook 7446",1199,"Academic"
"High Performance Gaming Laptop 7447",116699,"Laptops"
"Portable Screen Protector 7448",399,"Accessories"
"Digital T-Shirt 7449",1499,"Clothing"
"Premium 500 Piece Puzzle 7450",1249,"Puzzles"
"Elite Non-stick Pan 7451",3549,"Cookware"
"Ergonomic Drawing Tablet 7452",61899,"Tablets"
"Pro Yoga Mat 7453",849,"Sports & Fitness"
"Dual Yoga Strap",1999,"Yoga"
"Dual Remote Control Car 7455",7699,"Toys & Games"
"High Performance Car Polish 7456",1849,"Car Accessories"
"High Performance Workbook 7457",2099,"Academic"
"Lite Blush 7458",4049,"Makeup"
"Pro Bicycle Light 7459",2199,"Cycling"
"Pro Blush 7460",2399,"Makeup"
"Lite Drill Machine 7461",1649,"Tools & Hardware"
"Digital Seat Cover 7462",6449,"Automotive"
"Classic Water Jug 7463",2399,"Home & Kitchen"
"Elite Army Set 7464",4499,"Action Figures"
"Heavy Duty Weight Bench 7465",39499,"Gym Equipment"
"Slim Air Fryer",36249,"Appliances"
"Digital Anime Figure 7467",4799,"Action Figures"
"Professional Robot Toy 7468",2399,"Action Figures"
"Compact Foundation 7469",4399,"Makeup"
"Portable Barbell 7470",1849,"Gym Equipment"
"Fast Blouse 7471",6999,"Women Fashion"
"Ergonomic Anime Figure",949,"Action Figures"
"Ergonomic Cleanser",1999,"Skincare"
"Smart Hair Oil 7474",1299,"Haircare"
"Lite Tawa 7475",3299,"Cookware"
"Compact Geometric Box 7476",1449,"Stationery"
"Fast Sandals 7477",3299,"Footwear"
"Professional Ceiling Fan 7478",34999,"Appliances"
"Wireless Frock 7479",2149,"Kids Wear"
"Elite Dress 7480",3649,"Women Fashion"
"Eco Friendly Stapler 7481",1299,"Office Supplies"
"High Performance Saree 7482",699,"Women Fashion"
"Smart Denim Jeans",2949,"Clothing"
"Ergonomic Cleanser 7484",4799,"Skincare"
"Classic Air Fryer 7485",28399,"Appliances"
"Classic T-Shirt 7486",1149,"Clothing"
"Advanced Dumbbell Set 7487",8299,"Sports & Fitness"
"Ergonomic Kurta",3299,"Men Fashion"
"Wireless Science Kit 7489",3099,"Educational Toys"
"Professional Football 7490",6999,"Outdoor Sports"
"Ultra Storage Box 7491",4599,"Home & Kitchen"
"Advanced Microwave 7492",25449,"Appliances"
"Classic Hoodie",4799,"Clothing"
"Premium Stand",2299,"Accessories"
"Dual Manga Volume 7495",699,"Comics"
"Classic Graphic Novel 7496",899,"Comics"
"Lite LED Monitor 7497",28749,"Electronics"
"Premium Fantasy Book 7498",299,"Fiction"
"Wireless Conditioner 7499",2399,"Haircare"
"Eco Friendly LED Monitor 7500",19199,"Electronics"
"Lite Hammer 7501",1399,"Tools & Hardware"
"Heavy Duty Kids Tablet 7502",15299,"Tablets"
"Digital Hair Mask 7503",1299,"Haircare"
"Elite Robot Toy 7504",1599,"Action Figures"
"High Performance Wok",3799,"Cookware"
"Lite Treadmill 7506",34099,"Gym Equipment"
"Professional Denim Jeans 7507",4799,"Clothing"
"Advanced Face Mask 7508",4549,"Skincare"
"Fast Air Freshener",2099,"Car Accessories"
"Wireless Denim Jeans 7510",1899,"Clothing"
"Heavy Duty Kadai 7511",1699,"Cookware"
"Wireless Storage Box 7512",1449,"Home & Kitchen"
"Ergonomic Frock 7513",999,"Kids Wear"
"Smart Mascara 7514",599,"Makeup"
"Digital Lipstick 7515",3949,"Makeup"
"Professional Sleeping Bag 7516",15799,"Outdoor Sports"
"Professional Textbook 7517",949,"Academic"
"Lite Polo Shirt 7518",6899,"Men Fashion"
"Fast Shampoo 7519",399,"Haircare"
"Eco Friendly Serum 7520",4799,"Skincare"
"Classic Cleanser",2099,"Skincare"
"Wireless Android Tablet 7522",64599,"Tablets"
"Fast Leggings 7523",4849,"Women Fashion"
"Lite Bed Frame 7524",31999,"Furniture"
"Advanced Treadmill 7525",48999,"Gym Equipment"
"Elite Barbell 7526",13399,"Gym Equipment"
"High Performance Organiser Bag",2899,"Car Accessories"
"Elite Bluetooth Speaker 7528",20999,"Electronics"
"Portable Phone Case 7529",1699,"Accessories"
"Elite Attar",8599,"Fragrances"
"Portable Room Freshener 7531",10499,"Fragrances"
"Ultra Foundation",3299,"Makeup"
"Pro Bike Lock 7533",4899,"Cycling"
"Eco Friendly Hoodie 7534",3299,"Clothing"
"Advanced Romance Novel 7535",799,"Fiction"
"Portable E-Reader 7536",14499,"Tablets"
"Eco Friendly Steering Wheel Cover",6399,"Automotive"
"Heavy Duty Play Kitchen 7538",7699,"Toys & Games"
"Classic Resistance Band",7499,"Sports & Fitness"
"Fast Steering Wheel Cover 7540",9099,"Automotive"
"Dual Charging Cable 7541",2399,"Accessories"
"Professional Shampoo 7542",1399,"Haircare"
"Smart Whiteboard 7543",1299,"Office Supplies"
"Pro Science Book 7544",1299,"Non-Fiction"
"Compact Pillow Cover 7545",6299,"Bedding"
"Fast Doll House 7546",1099,"Toys & Games"
"Advanced Eau de Toilette 7547",2199,"Fragrances"
"Advanced Meditation Cushion 7548",2899,"Yoga"
"High Performance Art Book 7549",699,"Comics"
"Dual Android Tablet 7550",60199,"Tablets"
"Ultra Blouse 7551",1099,"Women Fashion"
"Dual History Book 7552",249,"Non-Fiction"
"Advanced Philosophy Book 7553",499,"Non-Fiction"
"Lite Mascara 7554",4699,"Makeup"
"Fast Formal Shoes",9899,"Footwear"
"Ergonomic Mascara 7556",1699,"Makeup"
"Heavy Duty Storage Box 7557",2549,"Home & Kitchen"
"Eco Friendly Ballpoint Pen",399,"Stationery"
"Ergonomic Reference Guide 7559",2099,"Academic"
"Professional Microwave 7560",20699,"Appliances"
"Heavy Duty Chinos 7561",5999,"Men Fashion"
"Digital Resistance Band 7562",12799,"Sports & Fitness"
"High Performance Drill Machine 7563",1199,"Tools & Hardware"
"Eco Friendly Kurti 7564",4499,"Women Fashion"
"Portable Bluetooth Speaker",2199,"Electronics"
"Fast Pliers 7566",4899,"Tools & Hardware"
"Heavy Duty Organiser Bag 7567",1999,"Car Accessories"
"Ultra Sofa 7568",14949,"Furniture"
"Pro Dino Figure 7569",1399,"Action Figures"
"Slim Study Table 7570",62899,"Furniture"
"Eco Friendly Foundation 7571",3199,"Makeup"
"Digital Bluetooth Speaker",49199,"Electronics"
"Pro Saree",5899,"Women Fashion"
"Professional Blush 7574",4499,"Makeup"
"High Performance Tawa 7575",1949,"Cookware"
"Fast Polo Shirt",2499,"Men Fashion"
"Smart Android Tablet",47799,"Tablets"
"Lite Convertible Tablet 7578",44499,"Tablets"
"Elite Eyeshadow Palette 7579",3899,"Makeup"
"Smart Anime Figure 7580",3699,"Action Figures"
"Slim Superhero Comic 7581",1399,"Comics"
"Eco Friendly Desk Organiser 7582",199,"Office Supplies"
"Fast Tent",14199,"Outdoor Sports"
"Smart Smart Watch 7584",52599,"Electronics"
"Eco Friendly Sunscreen 7585",2699,"Beauty & Personal Care"
"Slim Formal Shirt 7586",4949,"Clothing"
"Compact Bike Lock 7587",3199,"Cycling"
"Slim Kettlebell 7588",54049,"Gym Equipment"
"Eco Friendly Chromebook 7589",88699,"Laptops"
"High Performance Car Polish 7590",1499,"Car Accessories"
"Digital Army Set 7591",3299,"Action Figures"
"Lite E-Reader 7592",79699,"Tablets"
"Portable Sunscreen 7593",1899,"Beauty & Personal Care"
"Pro Water Jug 7594",2399,"Home & Kitchen"
"Smart Weight Bench 7595",15499,"Gym Equipment"
"Slim Practice Tests 7596",2099,"Academic"
"Dual Business Notebook 7597",84299,"Laptops"
"High Performance Whiteboard 7598",1599,"Office Supplies"
"Classic Sun Shade 7599",899,"Car Accessories"
"Compact Yoga Strap",2199,"Yoga"
"Eco Friendly Storage Box 7601",4299,"Home & Kitchen"
"High Performance Robot Toy 7602",4099,"Action Figures"
"High Performance Wok 7603",4099,"Cookware"
"Advanced Sketch Pens 7604",999,"Stationery"
"Classic Art Book 7605",1399,"Comics"
"Elite Dumbbell Set 7606",7899,"Sports & Fitness"
"Slim Phone Case 7607",3199,"Accessories"
"Premium Pliers 7608",7499,"Tools & Hardware"
"Smart Philosophy Book 7609",499,"Non-Fiction"
"Digital Manga Volume 7610",999,"Comics"
"Ultra Sneakers 7611",11399,"Footwear"
"High Performance Pressure Cooker 7612",4999,"Cookware"
"Advanced Track Pants",2699,"Men Fashion"
"Slim Thriller Novel 7614",499,"Fiction"
"Lite Sleeping Bag 7615",6749,"Outdoor Sports"
"High Performance Hoodie 7616",1199,"Clothing"
"Fast Building Blocks 7617",4049,"Toys & Games"
"Wireless Hair Oil 7618",299,"Haircare"
"Wireless Self Help Book 7619",1699,"Books"
"Professional Science Kit 7620",2499,"Educational Toys"
"Heavy Duty Superhero Figure 7621",3599,"Action Figures"
"Digital Bike Lock 7622",3099,"Cycling"
"Fast Smart Watch 7623",9199,"Electronics"
"Elite Face Wash 7624",1099,"Beauty & Personal Care"
"Classic Sketch Pens",199,"Stationery"
"Slim Kettlebell 7626",32399,"Gym Equipment"
"Eco Friendly Conditioner",499,"Haircare"
"Eco Friendly Toner 7628",3399,"Skincare"
"Compact Chess Set 7629",899,"Board Games"
"Lite Graphic Novel 7630",1199,"Comics"
"Advanced Globe 7631",3399,"Educational Toys"
"Compact Face Wash",1799,"Beauty & Personal Care"
"Eco Friendly Saree 7633",849,"Women Fashion"
"Lite Barbell 7634",14199,"Gym Equipment"
"Slim Formal Shoes",2349,"Footwear"
"Advanced Travel Guide 7636",299,"Non-Fiction"
"Ultra Sun Shade",1799,"Car Accessories"
"Fast Lipstick 7638",2999,"Makeup"
"Slim Self Help Book 7639",2299,"Books"
"Dual Barbell 7640",24899,"Gym Equipment"
"Classic Weight Bench 7641",24399,"Gym Equipment"
"Compact Biography",1899,"Books"
"Eco Friendly Tent 7643",7899,"Outdoor Sports"
"Lite Air Fryer 7644",23249,"Appliances"
"Heavy Duty Phone Case 7645",3199,"Accessories"
"Smart Car Charger 7646",6599,"Automotive"
"Smart Superhero Comic 7647",899,"Comics"
"Ergonomic Chess Set 7648",2299,"Board Games"
"Elite USB Hub 7649",7099,"Electronics"
"Wireless E-Reader",39799,"Tablets"
"Ultra Track Pants 7651",6199,"Men Fashion"
"Wireless Weight Bench 7652",46399,"Gym Equipment"
"Classic Tyre Inflator 7653",1899,"Car Accessories"
"Elite Seat Cover",10299,"Automotive"
"Eco Friendly Printed Tee 7655",2199,"Kids Wear"
"Wireless Steering Wheel Cover",14449,"Automotive"
"Advanced Cookbook 7657",1999,"Books"
"Elite Chess Set",1699,"Board Games"
"Eco Friendly Dumbbell Set 7659",13599,"Sports & Fitness"
"Ultra Deodorant 7660",2399,"Beauty & Personal Care"
"Classic Chess Set",2899,"Board Games"
"Classic Perfume 7662",11399,"Fragrances"
"Ergonomic Quilt 7663",1399,"Bedding"
"Ergonomic Manga Volume 7664",799,"Comics"
"Wireless Quilt 7665",2699,"Bedding"
"Pro Face Wash 7666",1299,"Beauty & Personal Care"
"Premium Microwave 7667",5149,"Appliances"
"Lite Shampoo 7668",2299,"Haircare"
"Compact Self Help Book 7669",2099,"Books"
"Advanced Meditation Cushion 7670",399,"Yoga"
"Advanced Kurti 7671",1699,"Women Fashion"
"Lite Novel 7672",399,"Books"
"Smart Bed Frame 7673",25399,"Furniture"
"Pro Hair Oil 7674",2299,"Haircare"
"Ergonomic Joggers 7675",1499,"Kids Wear"
"Ultra Chromebook 7676",124249,"Laptops"
"Pro File Folder 7677",799,"Office Supplies"
"Classic Football 7678",13199,"Outdoor Sports"
"Slim Dash Camera 7679",14499,"Automotive"
"Fast Face Wash 7680",1299,"Beauty & Personal Care"
"Heavy Duty Microwave 7681",36349,"Appliances"
"Slim Non-stick Pan 7682",3899,"Cookware"
"Ultra Eyeshadow Palette 7683",4199,"Makeup"
"Ultra Phone Case 7684",499,"Accessories"
"Compact Foundation 7685",1199,"Makeup"
"Smart Highlighter Set 7686",999,"Stationery"
"Slim Robot Toy 7687",2699,"Action Figures"
"Professional Measuring Tape",2899,"Tools & Hardware"
"Digital Comforter 7689",3349,"Bedding"
"Classic Comforter 7690",3899,"Bedding"
"Lite Football",849,"Outdoor Sports"
"Ergonomic Measuring Tape 7692",899,"Tools & Hardware"
"Wireless Cycling Gloves 7693",1149,"Cycling"
"Professional School Uniform 7694",599,"Kids Wear"
"Professional Card Game 7695",499,"Board Games"
"High Performance Wok 7696",3399,"Cookware"
"Ultra Science Kit 7697",3649,"Educational Toys"
